ID,Pay_Date,Pay_Amount
PI1636,2020-07-13,187.17
PI1679,2020-07-13,326.11
PI1686,2020-07-13,189.65
PI1709,2020-07-13,272.99
PI1719,2020-07-13,186.97
PI1745,2020-07-13,223.26
PI1753,2020-07-13,314.39
PI1754,2020-07-13,216.87
PI1756,2020-07-13,207.38
PI1787,2020-07-13,316.27
PI1810,2020-07-13,248.18
PI1823,2020-07-13,207.88
PI1826,2020-07-13,229.31
PI1831,2020-07-13,198
PI1853,2020-07-13,262.86
PI1863,2020-07-13,151.73
PI1875,2020-07-13,114.8
PI1897,2020-07-13,257.92
PI1898,2020-07-13,170.85
PI1905,2020-07-13,215.93
PI1916,2020-07-13,192.28
PI1932,2020-07-13,186.11
PI1945,2020-07-13,204.42
PI1949,2020-07-13,272.1
PI1962,2020-07-13,239.19
PI1968,2020-07-13,139.45
PI1987,2020-07-13,266.27
PI1989,2020-07-13,175.58
PI1999,2020-07-13,164.23
PI2000,2020-07-13,200.67
PI2002,2020-07-13,213.64
PI2012,2020-07-13,148.81
PI2026,2020-07-13,214.36
PI2045,2020-07-13,240.58
PI2089,2020-07-13,365.49
PI2096,2020-07-13,196.68
PI2126,2020-07-13,331.92
PI2134,2020-07-13,114.82
PI2138,2020-07-13,256.22
PI2157,2020-07-13,126.3
PI2161,2020-07-13,212.31
PI2189,2020-07-13,181.86
PI2211,2020-07-13,264.67
PI2218,2020-07-13,159.98
PI2249,2020-07-13,202.38
PI2265,2020-07-13,139.16
PI2275,2020-07-13,184.45
PI2287,2020-07-13,259.59
PI2291,2020-07-13,219.61
PI2295,2020-07-13,131.8
PI2351,2020-07-13,322.01
PI2367,2020-07-13,138.79
PI2381,2020-07-13,119.92
PI2383,2020-07-13,168.3
PI2388,2020-07-13,250.89
PI2410,2020-07-13,148.02
PI2411,2020-07-13,199.62
PI2435,2020-07-13,408.41
PI2461,2020-07-13,262.07
PI2470,2020-07-13,343.16
PI2481,2020-07-13,295.44
PI2494,2020-07-13,185.43
PI2505,2020-07-13,130.79
PI2517,2020-07-13,291.07
PI2595,2020-07-13,142.2
PI2626,2020-07-13,236.6
PI2629,2020-07-13,284.62
PI2643,2020-07-13,178.75
PI2656,2020-07-13,128.08
PI2661,2020-07-13,234.82
PI2671,2020-07-13,289.28
PI2697,2020-07-13,128.54
PI2711,2020-07-13,80.73
PI2714,2020-07-13,318.11
PI2729,2020-07-13,192.22
PI2733,2020-07-13,305.77
PI2806,2020-07-13,162.85
PI2847,2020-07-13,185
PI2849,2020-07-13,313.23
PI2857,2020-07-13,123.65
PI2881,2020-07-13,201.11
PI2922,2020-07-13,187.23
PI2948,2020-07-13,234.22
PI2949,2020-07-13,251.64
PI2951,2020-07-13,188.38
PI2953,2020-07-13,217.07
PI2958,2020-07-13,124
PI2968,2020-07-13,196.81
PI2971,2020-07-13,278.85
PI2973,2020-07-13,123.13
PI2992,2020-07-13,147.6
PI0013,2020-07-27,60.25
PI0045,2020-07-27,298.26
PI0056,2020-07-27,208.64
PI0073,2020-07-27,166.24
PI0075,2020-07-27,94.46
PI0089,2020-07-27,223.08
PI0091,2020-07-27,175.24
PI0123,2020-07-27,151.29
PI0140,2020-07-27,155.86
PI0142,2020-07-27,312.33
PI0144,2020-07-27,131
PI0151,2020-07-27,223.12
PI0179,2020-07-27,92.56
PI0197,2020-07-27,288.11
PI0198,2020-07-27,100.98
PI0207,2020-07-27,175.61
PI0249,2020-07-27,183.9
PI0253,2020-07-27,198.65
PI0279,2020-07-27,193.38
PI0289,2020-07-27,332.29
PI0290,2020-07-27,239.63
PI0295,2020-07-27,197.79
PI0332,2020-07-27,191.94
PI0333,2020-07-27,95.25
PI0336,2020-07-27,130.59
PI0410,2020-07-27,272.75
PI0417,2020-07-27,221.71
PI0432,2020-07-27,264.78
PI0437,2020-07-27,200.81
PI0442,2020-07-27,192.19
PI0488,2020-07-27,202.34
PI0498,2020-07-27,290.77
PI0503,2020-07-27,277.93
PI0506,2020-07-27,151.99
PI0511,2020-07-27,180.79
PI0519,2020-07-27,275.64
PI0539,2020-07-27,166.02
PI0547,2020-07-27,183.24
PI0557,2020-07-27,190.44
PI0568,2020-07-27,161.42
PI0569,2020-07-27,320.12
PI0591,2020-07-27,118.69
PI0609,2020-07-27,305.38
PI0622,2020-07-27,193.79
PI0637,2020-07-27,186.3
PI0671,2020-07-27,123.27
PI0705,2020-07-27,206.58
PI0719,2020-07-27,153.46
PI0726,2020-07-27,118.08
PI0743,2020-07-27,199.82
PI0748,2020-07-27,162
PI0770,2020-07-27,56.54
PI0783,2020-07-27,91.33
PI0785,2020-07-27,135.82
PI0798,2020-07-27,189.43
PI0807,2020-07-27,243.12
PI0810,2020-07-27,179.06
PI0813,2020-07-27,128.11
PI0825,2020-07-27,173.08
PI0846,2020-07-27,127.57
PI0859,2020-07-27,158.49
PI0884,2020-07-27,114.55
PI0903,2020-07-27,207.95
PI0918,2020-07-27,167.33
PI0991,2020-07-27,348.02
PI1021,2020-07-27,308.26
PI1060,2020-07-27,106.6
PI1095,2020-07-27,138.6
PI1107,2020-07-27,255.67
PI1112,2020-07-27,159.53
PI1122,2020-07-27,282.41
PI1134,2020-07-27,190.09
PI1150,2020-07-27,156.98
PI1173,2020-07-27,199.56
PI1178,2020-07-27,168.86
PI1192,2020-07-27,271.54
PI1196,2020-07-27,187.69
PI1228,2020-07-27,80.1
PI1245,2020-07-27,122.49
PI1251,2020-07-27,124.61
PI1252,2020-07-27,315.31
PI1261,2020-07-27,166.59
PI1278,2020-07-27,196.69
PI1280,2020-07-27,241.68
PI1303,2020-07-27,107.67
PI1343,2020-07-27,290.56
PI1347,2020-07-27,227.68
PI1366,2020-07-27,191.84
PI1380,2020-07-27,160.72
PI1385,2020-07-27,79.76
PI1387,2020-07-27,195.78
PI1389,2020-07-27,299.47
PI1390,2020-07-27,267.8
PI1400,2020-07-27,210.97
PI1404,2020-07-27,345.72
PI1445,2020-07-27,156.37
PI1448,2020-07-27,228.99
PI1455,2020-07-27,263.85
PI1459,2020-07-27,210.38
PI1466,2020-07-27,131.1
PI1473,2020-07-27,186.72
PI1496,2020-07-27,227.5
PI1503,2020-07-27,160.25
PI1505,2020-07-27,205.07
PI1519,2020-07-27,252.82
PI1538,2020-07-27,199.36
PI1551,2020-07-27,110.09
PI1590,2020-07-27,266.7
PI1592,2020-07-27,158.51
PI1599,2020-07-27,294.31
PI1616,2020-07-27,198.22
PI1633,2020-07-27,298.55
PI1636,2020-07-27,97.86
PI1642,2020-07-27,206.76
PI1645,2020-07-27,261.36
PI1679,2020-07-27,299.27
PI1686,2020-07-27,170.24
PI1719,2020-07-27,253.14
PI1745,2020-07-27,189.64
PI1753,2020-07-27,331.59
PI1754,2020-07-27,223.48
PI1787,2020-07-27,232.21
PI1810,2020-07-27,250.94
PI1823,2020-07-27,199.36
PI1826,2020-07-27,145.63
PI1831,2020-07-27,122.72
PI1853,2020-07-27,116.2
PI1857,2020-07-27,186.31
PI1875,2020-07-27,161.6
PI1897,2020-07-27,251.23
PI1898,2020-07-27,174.48
PI1916,2020-07-27,248.34
PI1932,2020-07-27,135.23
PI1945,2020-07-27,175.35
PI1949,2020-07-27,235.76
PI1962,2020-07-27,258.74
PI1968,2020-07-27,178.78
PI1987,2020-07-27,271.53
PI1989,2020-07-27,143.3
PI1999,2020-07-27,203.24
PI2000,2020-07-27,307.53
PI2002,2020-07-27,250.3
PI2012,2020-07-27,104.28
PI2026,2020-07-27,140.39
PI2084,2020-07-27,168.82
PI2096,2020-07-27,148.7
PI2126,2020-07-27,242.42
PI2134,2020-07-27,269.61
PI2138,2020-07-27,185.33
PI2157,2020-07-27,186.52
PI2161,2020-07-27,270.13
PI2180,2020-07-27,95.79
PI2189,2020-07-27,218.08
PI2211,2020-07-27,326.74
PI2218,2020-07-27,226.65
PI2249,2020-07-27,90.84
PI2265,2020-07-27,165.46
PI2275,2020-07-27,197.29
PI2287,2020-07-27,252.5
PI2288,2020-07-27,181.18
PI2291,2020-07-27,237.25
PI2295,2020-07-27,142.49
PI2351,2020-07-27,251.81
PI2381,2020-07-27,228.88
PI2383,2020-07-27,289.62
PI2388,2020-07-27,184.29
PI2410,2020-07-27,179.5
PI2411,2020-07-27,179.88
PI2435,2020-07-27,190.19
PI2438,2020-07-27,151.85
PI2452,2020-07-27,258.88
PI2461,2020-07-27,125.37
PI2470,2020-07-27,300.31
PI2481,2020-07-27,248.53
PI2494,2020-07-27,128.2
PI2505,2020-07-27,147.46
PI2517,2020-07-27,208.52
PI2595,2020-07-27,218.28
PI2626,2020-07-27,160.91
PI2629,2020-07-27,217.82
PI2643,2020-07-27,369.08
PI2656,2020-07-27,160.8
PI2661,2020-07-27,134.68
PI2695,2020-07-27,212.17
PI2697,2020-07-27,68.7
PI2714,2020-07-27,184.55
PI2732,2020-07-27,173.71
PI2733,2020-07-27,158.21
PI2806,2020-07-27,242.19
PI2830,2020-07-27,132.14
PI2847,2020-07-27,162.41
PI2849,2020-07-27,109.53
PI2857,2020-07-27,122.2
PI2881,2020-07-27,138.68
PI2922,2020-07-27,261.77
PI2934,2020-07-27,270.18
PI2940,2020-07-27,208.27
PI2948,2020-07-27,268.79
PI2949,2020-07-27,241.85
PI2951,2020-07-27,161.66
PI2953,2020-07-27,229.63
PI2958,2020-07-27,133.97
PI2968,2020-07-27,131.32
PI2971,2020-07-27,246.1
PI2973,2020-07-27,140.53
PI2992,2020-07-27,179.02
PI0013,2020-08-10,171.61
PI0045,2020-08-10,263.75
PI0056,2020-08-10,178.23
PI0073,2020-08-10,131.13
PI0075,2020-08-10,225.7
PI0089,2020-08-10,285.01
PI0091,2020-08-10,101.19
PI0123,2020-08-10,114.22
PI0142,2020-08-10,131.49
PI0151,2020-08-10,186.56
PI0197,2020-08-10,300.57
PI0198,2020-08-10,259.66
PI0207,2020-08-10,182.58
PI0249,2020-08-10,125.34
PI0253,2020-08-10,283.93
PI0260,2020-08-10,170.4
PI0263,2020-08-10,420.94
PI0279,2020-08-10,149.69
PI0289,2020-08-10,246.92
PI0290,2020-08-10,259.68
PI0295,2020-08-10,213.55
PI0332,2020-08-10,67.24
PI0336,2020-08-10,265.09
PI0338,2020-08-10,225.3
PI0340,2020-08-10,268.75
PI0367,2020-08-10,216.46
PI0410,2020-08-10,207.57
PI0417,2020-08-10,281.16
PI0432,2020-08-10,200.25
PI0437,2020-08-10,193.16
PI0488,2020-08-10,260.47
PI0503,2020-08-10,201.04
PI0506,2020-08-10,193.41
PI0511,2020-08-10,212.07
PI0519,2020-08-10,215.85
PI0547,2020-08-10,308.31
PI0557,2020-08-10,216.4
PI0568,2020-08-10,152.14
PI0569,2020-08-10,288.32
PI0581,2020-08-10,278.94
PI0591,2020-08-10,86.91
PI0622,2020-08-10,131.49
PI0637,2020-08-10,126.01
PI0671,2020-08-10,170.94
PI0705,2020-08-10,287.63
PI0719,2020-08-10,115.15
PI0743,2020-08-10,335.1
PI0748,2020-08-10,168.3
PI0770,2020-08-10,174.98
PI0783,2020-08-10,97.95
PI0785,2020-08-10,193.37
PI0798,2020-08-10,308.47
PI0807,2020-08-10,91.79
PI0810,2020-08-10,144.11
PI0813,2020-08-10,235.2
PI0825,2020-08-10,185.61
PI0846,2020-08-10,107.28
PI0859,2020-08-10,215.76
PI0884,2020-08-10,138.92
PI0903,2020-08-10,129.1
PI0918,2020-08-10,247.54
PI0937,2020-08-10,223.86
PI0991,2020-08-10,156.44
PI1019,2020-08-10,152.42
PI1021,2020-08-10,239.03
PI1039,2020-08-10,270.95
PI1060,2020-08-10,121.78
PI1095,2020-08-10,96.88
PI1107,2020-08-10,185.59
PI1112,2020-08-10,229.06
PI1122,2020-08-10,273.79
PI1150,2020-08-10,178.12
PI1173,2020-08-10,228.29
PI1178,2020-08-10,241.24
PI1183,2020-08-10,110.08
PI1196,2020-08-10,115.88
PI1228,2020-08-10,102.35
PI1245,2020-08-10,194.61
PI1251,2020-08-10,228.56
PI1252,2020-08-10,270.17
PI1261,2020-08-10,114.12
PI1278,2020-08-10,199.67
PI1280,2020-08-10,237.2
PI1303,2020-08-10,163.64
PI1343,2020-08-10,124.16
PI1347,2020-08-10,292.25
PI1366,2020-08-10,231.58
PI1380,2020-08-10,146.45
PI1384,2020-08-10,190.65
PI1385,2020-08-10,132.5
PI1387,2020-08-10,150.06
PI1389,2020-08-10,213.95
PI1400,2020-08-10,208.04
PI1403,2020-08-10,396.97
PI1404,2020-08-10,195.7
PI1445,2020-08-10,188.82
PI1448,2020-08-10,108.42
PI1455,2020-08-10,280.42
PI1459,2020-08-10,152.97
PI1466,2020-08-10,173.74
PI1473,2020-08-10,328.77
PI1496,2020-08-10,139.82
PI1503,2020-08-10,181.3
PI1519,2020-08-10,138.59
PI1538,2020-08-10,219.7
PI1551,2020-08-10,177.03
PI1590,2020-08-10,186.09
PI1592,2020-08-10,142.3
PI1599,2020-08-10,251.06
PI1609,2020-08-10,133.86
PI1616,2020-08-10,114.49
PI1633,2020-08-10,249.25
PI1636,2020-08-10,278.2
PI1642,2020-08-10,314.35
PI1645,2020-08-10,199.41
PI1686,2020-08-10,240.68
PI1709,2020-08-10,371.39
PI1719,2020-08-10,243.82
PI1745,2020-08-10,250.29
PI1753,2020-08-10,251.42
PI1754,2020-08-10,215.33
PI1756,2020-08-10,263.04
PI1787,2020-08-10,390.74
PI1810,2020-08-10,245.29
PI1823,2020-08-10,167.45
PI1826,2020-08-10,255.38
PI1831,2020-08-10,178.58
PI1853,2020-08-10,159.83
PI1857,2020-08-10,203.67
PI1863,2020-08-10,177.25
PI1875,2020-08-10,216.02
PI1897,2020-08-10,339.63
PI1898,2020-08-10,141.77
PI1905,2020-08-10,101.4
PI1916,2020-08-10,182.58
PI1932,2020-08-10,88.84
PI1945,2020-08-10,177.59
PI1949,2020-08-10,242.65
PI1962,2020-08-10,278.88
PI1963,2020-08-10,240.12
PI1968,2020-08-10,128.1
PI1987,2020-08-10,171.95
PI1989,2020-08-10,155.8
PI1999,2020-08-10,135.63
PI2000,2020-08-10,220.51
PI2002,2020-08-10,301.95
PI2012,2020-08-10,154.38
PI2026,2020-08-10,117.1
PI2045,2020-08-10,330.26
PI2084,2020-08-10,165.9
PI2096,2020-08-10,223.28
PI2126,2020-08-10,105.59
PI2134,2020-08-10,223.84
PI2138,2020-08-10,204.38
PI2157,2020-08-10,157.91
PI2161,2020-08-10,174.95
PI2180,2020-08-10,97.4
PI2189,2020-08-10,204.34
PI2211,2020-08-10,215.5
PI2218,2020-08-10,136.71
PI2249,2020-08-10,177.36
PI2265,2020-08-10,196.3
PI2275,2020-08-10,242.16
PI2287,2020-08-10,217.89
PI2288,2020-08-10,416.36
PI2291,2020-08-10,143.2
PI2295,2020-08-10,189.96
PI2351,2020-08-10,236.21
PI2367,2020-08-10,201.58
PI2381,2020-08-10,181.69
PI2388,2020-08-10,325.02
PI2410,2020-08-10,149.21
PI2411,2020-08-10,69.99
PI2435,2020-08-10,279.86
PI2438,2020-08-10,149.57
PI2452,2020-08-10,249.19
PI2461,2020-08-10,251.94
PI2470,2020-08-10,154.18
PI2505,2020-08-10,127.88
PI2517,2020-08-10,403.36
PI2595,2020-08-10,222.57
PI2626,2020-08-10,114.67
PI2629,2020-08-10,296.7
PI2643,2020-08-10,155.14
PI2661,2020-08-10,162.97
PI2671,2020-08-10,262.84
PI2695,2020-08-10,175.3
PI2711,2020-08-10,151.75
PI2714,2020-08-10,333.38
PI2729,2020-08-10,194.01
PI2730,2020-08-10,188.79
PI2732,2020-08-10,200.73
PI2733,2020-08-10,335.04
PI2806,2020-08-10,326.39
PI2830,2020-08-10,241.79
PI2847,2020-08-10,230.38
PI2849,2020-08-10,343.72
PI2857,2020-08-10,63.01
PI2881,2020-08-10,178.54
PI2922,2020-08-10,121.88
PI2934,2020-08-10,242.13
PI2940,2020-08-10,303.4
PI2948,2020-08-10,213.38
PI2949,2020-08-10,175.05
PI2953,2020-08-10,239.38
PI2958,2020-08-10,68.39
PI2968,2020-08-10,157
PI2971,2020-08-10,308.91
PI2973,2020-08-10,169.32
PI0013,2020-08-24,192.17
PI0045,2020-08-24,345.1
PI0056,2020-08-24,263.89
PI0073,2020-08-24,211.06
PI0075,2020-08-24,250.17
PI0089,2020-08-24,106.05
PI0091,2020-08-24,222.24
PI0123,2020-08-24,148.18
PI0140,2020-08-24,274.31
PI0142,2020-08-24,184.16
PI0144,2020-08-24,106.11
PI0151,2020-08-24,272.22
PI0179,2020-08-24,119.08
PI0185,2020-08-24,231.82
PI0197,2020-08-24,177.54
PI0198,2020-08-24,68.25
PI0207,2020-08-24,164.85
PI0249,2020-08-24,322.84
PI0253,2020-08-24,256.14
PI0260,2020-08-24,327.56
PI0279,2020-08-24,187.08
PI0289,2020-08-24,33.54
PI0290,2020-08-24,239.42
PI0295,2020-08-24,325.91
PI0332,2020-08-24,251.57
PI0333,2020-08-24,295.16
PI0336,2020-08-24,309.71
PI0338,2020-08-24,205.16
PI0340,2020-08-24,295.41
PI0367,2020-08-24,279.89
PI0417,2020-08-24,293.39
PI0432,2020-08-24,175.17
PI0437,2020-08-24,141.06
PI0442,2020-08-24,187.72
PI0488,2020-08-24,331.98
PI0503,2020-08-24,360.94
PI0511,2020-08-24,215.46
PI0519,2020-08-24,285.71
PI0547,2020-08-24,248.87
PI0557,2020-08-24,255.93
PI0568,2020-08-24,214.11
PI0569,2020-08-24,171.97
PI0581,2020-08-24,74.05
PI0591,2020-08-24,167.02
PI0609,2020-08-24,202.86
PI0622,2020-08-24,122.65
PI0637,2020-08-24,184.27
PI0671,2020-08-24,138.19
PI0705,2020-08-24,266.6
PI0719,2020-08-24,100.98
PI0726,2020-08-24,192.8
PI0743,2020-08-24,166.33
PI0748,2020-08-24,185.4
PI0783,2020-08-24,131.73
PI0798,2020-08-24,265.17
PI0807,2020-08-24,168.86
PI0810,2020-08-24,93.44
PI0825,2020-08-24,198.65
PI0846,2020-08-24,133.5
PI0859,2020-08-24,160.32
PI0903,2020-08-24,148.33
PI0918,2020-08-24,177.84
PI0937,2020-08-24,154.22
PI0991,2020-08-24,236.93
PI1019,2020-08-24,162.1
PI1021,2020-08-24,170.93
PI1039,2020-08-24,167.1
PI1060,2020-08-24,208.8
PI1095,2020-08-24,150.13
PI1107,2020-08-24,174.35
PI1112,2020-08-24,295.03
PI1122,2020-08-24,172.68
PI1134,2020-08-24,239.61
PI1150,2020-08-24,356.57
PI1173,2020-08-24,151.53
PI1178,2020-08-24,292.99
PI1183,2020-08-24,145.12
PI1192,2020-08-24,161.83
PI1196,2020-08-24,211.42
PI1228,2020-08-24,208.55
PI1245,2020-08-24,272.41
PI1251,2020-08-24,206.8
PI1252,2020-08-24,332.89
PI1261,2020-08-24,246.62
PI1265,2020-08-24,287.15
PI1278,2020-08-24,260.07
PI1303,2020-08-24,165.55
PI1343,2020-08-24,229.27
PI1347,2020-08-24,126.59
PI1366,2020-08-24,217.65
PI1380,2020-08-24,209.07
PI1384,2020-08-24,160.87
PI1385,2020-08-24,152.5
PI1387,2020-08-24,123.89
PI1389,2020-08-24,240.34
PI1390,2020-08-24,160.4
PI1400,2020-08-24,185.37
PI1404,2020-08-24,203.03
PI1445,2020-08-24,99.41
PI1448,2020-08-24,54.5
PI1455,2020-08-24,207.46
PI1459,2020-08-24,259.81
PI1466,2020-08-24,214.25
PI1473,2020-08-24,332.82
PI1496,2020-08-24,206.79
PI1503,2020-08-24,251.75
PI1505,2020-08-24,164.39
PI1519,2020-08-24,366.24
PI1538,2020-08-24,134.2
PI1551,2020-08-24,189.23
PI1590,2020-08-24,296.06
PI1592,2020-08-24,271.81
PI1609,2020-08-24,121.97
PI1616,2020-08-24,88.41
PI1633,2020-08-24,146.5
PI1636,2020-08-24,286.35
PI1642,2020-08-24,234.09
PI1645,2020-08-24,178.45
PI1679,2020-08-24,292.4
PI1686,2020-08-24,257.45
PI1709,2020-08-24,136.31
PI1719,2020-08-24,198.41
PI1753,2020-08-24,227.87
PI1754,2020-08-24,241.14
PI1756,2020-08-24,373.17
PI1787,2020-08-24,243.78
PI1810,2020-08-24,234.37
PI1823,2020-08-24,165.81
PI1826,2020-08-24,218.95
PI1831,2020-08-24,162.02
PI1857,2020-08-24,125.01
PI1863,2020-08-24,146.25
PI1897,2020-08-24,222.23
PI1898,2020-08-24,141.41
PI1905,2020-08-24,207.34
PI1916,2020-08-24,262.75
PI1932,2020-08-24,99.89
PI1945,2020-08-24,121.03
PI1949,2020-08-24,216.44
PI1962,2020-08-24,274.45
PI1968,2020-08-24,135.68
PI1987,2020-08-24,222.73
PI1989,2020-08-24,170.18
PI1999,2020-08-24,177.23
PI2000,2020-08-24,218.48
PI2002,2020-08-24,316.34
PI2026,2020-08-24,158.51
PI2045,2020-08-24,236.81
PI2084,2020-08-24,158.6
PI2089,2020-08-24,176.49
PI2138,2020-08-24,180.21
PI2157,2020-08-24,122.9
PI2161,2020-08-24,372.7
PI2180,2020-08-24,58.08
PI2189,2020-08-24,270.62
PI2211,2020-08-24,356.65
PI2218,2020-08-24,201.99
PI2249,2020-08-24,177.2
PI2265,2020-08-24,106.08
PI2275,2020-08-24,188.54
PI2287,2020-08-24,222.33
PI2288,2020-08-24,338.26
PI2291,2020-08-24,169.09
PI2295,2020-08-24,123.64
PI2351,2020-08-24,311.37
PI2367,2020-08-24,121.85
PI2381,2020-08-24,414
PI2383,2020-08-24,141.43
PI2388,2020-08-24,218.38
PI2410,2020-08-24,248.47
PI2411,2020-08-24,150.18
PI2435,2020-08-24,273.73
PI2438,2020-08-24,128.5
PI2452,2020-08-24,194.04
PI2461,2020-08-24,200.84
PI2470,2020-08-24,150.23
PI2481,2020-08-24,199.93
PI2494,2020-08-24,173.82
PI2505,2020-08-24,141.19
PI2517,2020-08-24,103.98
PI2595,2020-08-24,194.77
PI2626,2020-08-24,266.45
PI2629,2020-08-24,234.45
PI2643,2020-08-24,345.24
PI2656,2020-08-24,198.86
PI2661,2020-08-24,156.71
PI2695,2020-08-24,139.3
PI2697,2020-08-24,160.23
PI2711,2020-08-24,199.91
PI2714,2020-08-24,271.63
PI2729,2020-08-24,191.85
PI2730,2020-08-24,178.16
PI2732,2020-08-24,206.45
PI2733,2020-08-24,181.55
PI2806,2020-08-24,122.43
PI2830,2020-08-24,113.45
PI2847,2020-08-24,211.03
PI2849,2020-08-24,305.47
PI2857,2020-08-24,154.52
PI2881,2020-08-24,172.84
PI2922,2020-08-24,110.9
PI2934,2020-08-24,166.76
PI2940,2020-08-24,292.28
PI2948,2020-08-24,275.37
PI2951,2020-08-24,172.28
PI2953,2020-08-24,304.91
PI2958,2020-08-24,126.54
PI2971,2020-08-24,262.08
PI2973,2020-08-24,161.98
PI2992,2020-08-24,250.16
PI0045,2020-09-07,235.02
PI0056,2020-09-07,214.08
PI0073,2020-09-07,101.72
PI0089,2020-09-07,236.9
PI0091,2020-09-07,122.49
PI0123,2020-09-07,95.72
PI0140,2020-09-07,224.16
PI0142,2020-09-07,208.19
PI0144,2020-09-07,92.56
PI0151,2020-09-07,169.08
PI0179,2020-09-07,193.23
PI0185,2020-09-07,305.94
PI0197,2020-09-07,294.99
PI0198,2020-09-07,223.83
PI0207,2020-09-07,175.19
PI0249,2020-09-07,276.31
PI0253,2020-09-07,172.71
PI0260,2020-09-07,243.45
PI0263,2020-09-07,293.19
PI0279,2020-09-07,161.43
PI0289,2020-09-07,315.75
PI0295,2020-09-07,265.8
PI0332,2020-09-07,203.58
PI0333,2020-09-07,325.09
PI0336,2020-09-07,275.7
PI0340,2020-09-07,256.66
PI0367,2020-09-07,319.57
PI0417,2020-09-07,192.29
PI0432,2020-09-07,187.67
PI0437,2020-09-07,107.02
PI0442,2020-09-07,162.52
PI0498,2020-09-07,232.74
PI0503,2020-09-07,305.39
PI0506,2020-09-07,172.63
PI0511,2020-09-07,189.84
PI0519,2020-09-07,266.84
PI0539,2020-09-07,228.6
PI0557,2020-09-07,285.79
PI0568,2020-09-07,137.77
PI0569,2020-09-07,293.25
PI0581,2020-09-07,112.75
PI0591,2020-09-07,145.6
PI0609,2020-09-07,127.68
PI0637,2020-09-07,204.1
PI0671,2020-09-07,145.91
PI0705,2020-09-07,230.34
PI0719,2020-09-07,152.11
PI0726,2020-09-07,204.27
PI0743,2020-09-07,223.41
PI0748,2020-09-07,228.99
PI0770,2020-09-07,95.74
PI0783,2020-09-07,240.02
PI0785,2020-09-07,162.06
PI0798,2020-09-07,311.62
PI0807,2020-09-07,126.97
PI0810,2020-09-07,161.2
PI0813,2020-09-07,147.81
PI0825,2020-09-07,139.43
PI0846,2020-09-07,184.77
PI0859,2020-09-07,168.67
PI0884,2020-09-07,181.19
PI0903,2020-09-07,191.39
PI0918,2020-09-07,284.17
PI0991,2020-09-07,347.91
PI1019,2020-09-07,260.77
PI1021,2020-09-07,333.82
PI1039,2020-09-07,299.14
PI1060,2020-09-07,117.88
PI1095,2020-09-07,125.33
PI1107,2020-09-07,81.61
PI1112,2020-09-07,319.82
PI1122,2020-09-07,259.83
PI1134,2020-09-07,204.85
PI1150,2020-09-07,129.57
PI1173,2020-09-07,144.61
PI1178,2020-09-07,198.12
PI1183,2020-09-07,132.8
PI1192,2020-09-07,189.01
PI1196,2020-09-07,206.94
PI1217,2020-09-07,119.07
PI1228,2020-09-07,197.05
PI1245,2020-09-07,182.22
PI1251,2020-09-07,267.01
PI1252,2020-09-07,232.6
PI1261,2020-09-07,216.19
PI1265,2020-09-07,230.66
PI1278,2020-09-07,264.43
PI1280,2020-09-07,249.7
PI1303,2020-09-07,166.53
PI1343,2020-09-07,250.39
PI1347,2020-09-07,210.62
PI1366,2020-09-07,167.23
PI1380,2020-09-07,174.59
PI1384,2020-09-07,119.52
PI1385,2020-09-07,153.39
PI1387,2020-09-07,203.06
PI1389,2020-09-07,281.34
PI1400,2020-09-07,218.57
PI1403,2020-09-07,214.58
PI1445,2020-09-07,105.93
PI1448,2020-09-07,161.78
PI1455,2020-09-07,186.61
PI1459,2020-09-07,363.53
PI1466,2020-09-07,142.29
PI1496,2020-09-07,171.94
PI1503,2020-09-07,157.2
PI1505,2020-09-07,192.8
PI1538,2020-09-07,212.34
PI1551,2020-09-07,200.4
PI1590,2020-09-07,177.31
PI1592,2020-09-07,97.42
PI1609,2020-09-07,218.08
PI1616,2020-09-07,70.15
PI1633,2020-09-07,224.9
PI1636,2020-09-07,212.89
PI1642,2020-09-07,120.36
PI1645,2020-09-07,110.51
PI1679,2020-09-07,231.3
PI1686,2020-09-07,261.87
PI1709,2020-09-07,171.53
PI1719,2020-09-07,148.26
PI1745,2020-09-07,110.3
PI1753,2020-09-07,137.15
PI1754,2020-09-07,331.2
PI1756,2020-09-07,256.63
PI1787,2020-09-07,294.3
PI1810,2020-09-07,175.88
PI1823,2020-09-07,112.9
PI1826,2020-09-07,125.65
PI1831,2020-09-07,192.5
PI1853,2020-09-07,104.4
PI1857,2020-09-07,62.42
PI1863,2020-09-07,184.28
PI1875,2020-09-07,155.59
PI1897,2020-09-07,216.83
PI1898,2020-09-07,163.51
PI1905,2020-09-07,109.46
PI1916,2020-09-07,241.86
PI1945,2020-09-07,290.28
PI1949,2020-09-07,145.49
PI1962,2020-09-07,284.36
PI1963,2020-09-07,140.97
PI1968,2020-09-07,226.94
PI1987,2020-09-07,268.74
PI1989,2020-09-07,150.05
PI1999,2020-09-07,114.89
PI2000,2020-09-07,161.42
PI2002,2020-09-07,363.48
PI2012,2020-09-07,177.33
PI2026,2020-09-07,197.77
PI2045,2020-09-07,216.5
PI2084,2020-09-07,131.04
PI2089,2020-09-07,253.69
PI2096,2020-09-07,283.95
PI2126,2020-09-07,215.95
PI2134,2020-09-07,104.16
PI2157,2020-09-07,147.16
PI2161,2020-09-07,225.79
