ID,FINYEAR,CODE1,CODE2,CODE3,CODE4,CODE5,CODE6,CODE7,CODE8,AMT1,AMT2,AMT3,AMT4,AMT5,AMT6,AMT7,AMT8
PI2763,2021,SA12,,,,,,,,08262,,,,,,,
PI2767,2021,SA14,SA12,,,,,,,01980,07462,,,,,,
PI2773,2021,SA12,,,,,,,,07862,,,,,,,
PI2775,2021,SA12,,,,,,,,06878,,,,,,,
PI2776,2021,SA12,,,,,,,,07462,,,,,,,
PI2778,2021,SA14,,,,,,,,20284,,,,,,,
PI2781,2021,SA14,,,,,,,,01980,,,,,,,
PI2782,2021,SA12,,,,,,,,07462,,,,,,,
PI2783,2021,SA12,,,,,,,,07462,,,,,,,
PI2784,2021,SA12,SA13,,,,,,,07462,01250,,,,,,
PI2785,2021,SA14,,,,,,,,20284,,,,,,,
PI2786,2021,SA14,,,,,,,,05494,,,,,,,
PI2791,2021,SA14,,,,,,,,11769,,,,,,,
PI2793,2021,SA14,,,,,,,,03039,,,,,,,
PI2796,2021,SA14,SA16,,,,,,,06928,03173,,,,,,
PI2797,2021,SA01,SA12,SA05,,,,,,01350,08262,01000,,,,,
PI2799,2021,SA14,,,,,,,,40074,,,,,,,
PI2800,2021,SA14,,,,,,,,20284,,,,,,,
PI2803,2021,SA04,,,,,,,,12932,,,,,,,
PI2804,2021,SA12,SA13,,,,,,,07462,01000,,,,,,
PI2806,2021,SA12,SA13,SA16,,,,,,07862,01000,04719,,,,,
PI2811,2021,SA12,,,,,,,,08262,,,,,,,
PI2813,2021,SA14,,,,,,,,20284,,,,,,,
PI2814,2021,SA14,SA12,SA13,SA16,SA19,,,,06928,07862,00300,07931,08045,,,
PI2817,2021,SA01,,,,,,,,00735,,,,,,,
PI2819,2021,SA12,,,,,,,,07462,,,,,,,
PI2822,2021,SA07,SA14,,,,,,,01311,20284,,,,,,
PI2823,2021,SA12,SA16,,,,,,,07462,03295,,,,,,
PI2826,2021,SA01,SA12,,,,,,,01550,07462,,,,,,
PI2828,2021,SA12,SA13,SA06,SA16,,,,,07862,01000,02500,01097,,,,
PI2830,2021,SA15,SA13,SA16,,,,,,12500,00750,00848,,,,,
PI2838,2021,SA14,,,,,,,,01980,,,,,,,
PI2841,2021,SA15,SA14,,,,,,,20729,05442,,,,,,
PI2843,2021,SA20,SA12,SA16,SA18,,,,,01000,08262,06345,06548,,,,
PI2844,2021,SA12,,,,,,,,07462,,,,,,,
PI2847,2021,SA12,,,,,,,,07862,,,,,,,
PI2848,2021,SA12,,,,,,,,08262,,,,,,,
PI2849,2021,SA14,SA12,,,,,,,07422,07462,,,,,,
PI2850,2021,SA12,,,,,,,,07862,,,,,,,
PI2852,2021,SA02,SA12,SA06,,,,,,00243,03731,02500,,,,,
PI2853,2021,SA14,,,,,,,,03266,,,,,,,
PI2854,2021,SA16,,,,,,,,03172,,,,,,,
PI2855,2021,SA12,,,,,,,,07862,,,,,,,
PI2857,2021,SA12,,,,,,,,07862,,,,,,,
PI2860,2021,SA15,SA14,SA12,SA13,SA06,SA16,,,04500,01980,07462,01000,02500,03795,,
PI2861,2021,SA12,,,,,,,,07462,,,,,,,
PI2864,2021,SA12,,,,,,,,07862,,,,,,,
PI2866,2021,SA01,SA23,SA12,,,,,,00068,01000,08262,,,,,
PI2872,2021,SA14,SA12,SA16,SA17,SA19,,,,01980,07862,06345,01000,08041,,,
PI2873,2021,SA22,,,,,,,,03335,,,,,,,
PI2875,2021,SA12,,,,,,,,07862,,,,,,,
PI2876,2021,SA12,,,,,,,,07462,,,,,,,
PI2881,2021,SA14,,,,,,,,01980,,,,,,,
PI2885,2021,SA12,,,,,,,,08262,,,,,,,
PI2887,2021,SA14,,,,,,,,12918,,,,,,,
PI2888,2021,SA12,,,,,,,,07462,,,,,,,
PI2890,2021,SA14,SA13,SA16,,,,,,06926,00500,06345,,,,,
PI2901,2021,SA12,SA13,SA16,SA21,,,,,08262,00525,02897,00500,,,,
PI2907,2021,SA12,SA13,SA16,,,,,,07862,01250,02447,,,,,
PI2908,2021,SA12,,,,,,,,08262,,,,,,,
PI2910,2021,SA12,,,,,,,,07462,,,,,,,
PI2911,2021,SA14,,,,,,,,06494,,,,,,,
PI2913,2021,SA12,,,,,,,,07862,,,,,,,
PI2914,2021,SA13,SA16,SA17,,,,,,00300,01587,00500,,,,,
PI2915,2021,SA01,SA12,,,,,,,01354,08262,,,,,,
PI2917,2021,SA13,SA16,,,,,,,01500,03895,,,,,,
PI2918,2021,SA14,SA12,,,,,,,01980,07462,,,,,,
PI2920,2021,SA12,,,,,,,,07862,,,,,,,
PI2922,2021,SA14,SA16,,,,,,,01980,03995,,,,,,
PI2923,2021,SA14,SA12,,,,,,,07422,07862,,,,,,
PI2924,2021,SA12,,,,,,,,07862,,,,,,,
PI2927,2021,SA12,,,,,,,,07862,,,,,,,
PI2929,2021,SA14,,,,,,,,01980,,,,,,,
PI2933,2021,SA12,,,,,,,,07862,,,,,,,
PI2934,2021,SA02,SA14,SA12,SA06,SA16,SA17,SA21,,02000,01980,08262,02000,06345,01000,00500,
PI2935,2021,SA12,SA05,SA21,,,,,,08262,01000,01500,,,,,
PI2937,2021,SA12,,,,,,,,07462,,,,,,,
PI2939,2021,SA14,,,,,,,,10142,,,,,,,
PI2940,2021,SA12,,,,,,,,07862,,,,,,,
PI2942,2021,SA14,,,,,,,,01980,,,,,,,
PI2943,2021,SA15,SA14,,,,,,,19500,00496,,,,,,
PI2948,2021,SA15,,,,,,,,11000,,,,,,,
PI2949,2021,SA04,,,,,,,,02274,,,,,,,
PI2950,2021,SA14,,,,,,,,06928,,,,,,,
PI2951,2021,SA16,SA17,SA04,,,,,,03172,01000,10683,,,,,
PI2953,2021,SA12,SA05,,,,,,,08262,01000,,,,,,
PI2954,2021,SA14,SA22,,,,,,,03035,03335,,,,,,
PI2957,2021,SA14,,,,,,,,01980,,,,,,,
PI2958,2021,SA12,SA16,SA19,,,,,,07462,06345,08057,,,,,
PI2960,2021,SA04,,,,,,,,04775,,,,,,,
PI2965,2021,SA12,SA05,,,,,,,08262,01000,,,,,,
PI2968,2021,SA12,,,,,,,,07462,,,,,,,
PI2969,2021,SA12,SA13,SA16,SA19,,,,,07462,00888,07931,08057,,,,
PI2971,2021,SA12,,,,,,,,07462,,,,,,,
PI2973,2021,SA12,,,,,,,,07338,,,,,,,
PI2974,2021,SA12,,,,,,,,08262,,,,,,,
PI2977,2021,SA14,SA13,SA16,,,,,,01980,01500,02330,,,,,
PI2982,2021,SA12,,,,,,,,07462,,,,,,,
PI2984,2021,SA12,SA16,SA19,,,,,,07462,06345,08057,,,,,
PI2985,2021,SA12,,,,,,,,07862,,,,,,,
PI2986,2021,SA23,SA12,SA05,,,,,,01000,08262,01000,,,,,
PI2987,2021,SA20,SA12,SA05,,,,,,02000,08262,01000,,,,,
PI2992,2021,SA15,SA14,SA16,,,,,,29000,04948,01795,,,,,
PI2993,2021,SA12,SA16,SA19,,,,,,07462,06195,08057,,,,,
PI2994,2021,SA14,,,,,,,,11492,,,,,,,
PI2999,2021,SA12,SA16,SA19,,,,,,07462,06295,08047,,,,,
PI3000,2021,SA15,SA14,,,,,,,11175,01980,,,,,,
PI0001,2022,SA14,,,,,,,,20284,,,,,,,
PI0006,2022,SA01,SA12,SA05,,,,,,00048,08262,01000,,,,,
PI0007,2022,SA12,SA13,SA06,SA16,,,,,07462,01500,02500,03645,,,,
PI0009,2022,SA08,SA14,SA16,,,,,,01500,01980,01745,,,,,
PI0018,2022,SA12,,,,,,,,07862,,,,,,,
PI0020,2022,SA12,,,,,,,,07462,,,,,,,
PI0021,2022,SA12,,,,,,,,07862,,,,,,,
PI0022,2022,SA14,SA12,,,,,,,03633,08262,,,,,,
PI0024,2022,SA11,SA12,,,,,,,02254,07462,,,,,,
PI0025,2022,SA12,,,,,,,,07462,,,,,,,
PI0026,2022,SA12,,,,,,,,08262,,,,,,,
PI0027,2022,SA14,,,,,,,,13523,,,,,,,
PI0029,2022,SA12,,,,,,,,07462,,,,,,,
PI0032,2022,SA14,,,,,,,,20284,,,,,,,
PI0034,2022,SA20,SA01,SA12,SA05,,,,,02000,01281,08262,01000,,,,
PI0037,2022,SA12,,,,,,,,07862,,,,,,,
PI0040,2022,SA01,,,,,,,,01290,,,,,,,
PI0041,2022,SA14,SA16,SA17,,,,,,01980,06495,01000,,,,,
PI0045,2022,SA13,SA16,SA04,,,,,,01500,00945,11342,,,,,
PI0046,2022,SA14,,,,,,,,09896,,,,,,,
PI0047,2022,SA01,SA12,SA05,,,,,,01550,08262,01000,,,,,
PI0051,2022,SA14,,,,,,,,23748,,,,,,,
PI0056,2022,SA02,SA12,SA16,SA17,SA19,,,,02640,07862,06495,01000,08049,,,
PI0058,2022,SA14,,,,,,,,03711,,,,,,,
PI0059,2022,SA14,,,,,,,,02969,,,,,,,
PI0061,2022,SA12,,,,,,,,07862,,,,,,,
PI0064,2022,SA13,SA18,,,,,,,00750,00845,,,,,,
PI0069,2022,SA12,,,,,,,,07462,,,,,,,
PI0072,2022,SA12,SA05,,,,,,,08262,01000,,,,,,
PI0073,2022,SA14,SA12,,,,,,,07422,07462,,,,,,
PI0075,2022,SA12,,,,,,,,07862,,,,,,,
PI0076,2022,SA12,SA06,,,,,,,08262,01000,,,,,,
PI0080,2022,SA14,SA12,,,,,,,01980,07862,,,,,,
PI0081,2022,SA11,SA14,SA13,SA16,,,,,01403,05525,00750,02423,,,,
PI0085,2022,SA22,,,,,,,,03335,,,,,,,
PI0087,2022,SA12,SA06,,,,,,,07862,02500,,,,,,
PI0089,2022,SA14,,,,,,,,07422,,,,,,,
PI0090,2022,SA12,,,,,,,,07462,,,,,,,
PI0091,2022,SA12,SA21,,,,,,,08262,01500,,,,,,
PI0093,2022,SA01,SA12,SA16,,,,,,00910,08262,05245,,,,,
PI0094,2022,SA12,,,,,,,,07462,,,,,,,
PI0095,2022,SA12,SA16,SA18,,,,,,07862,03247,08000,,,,,
PI0096,2022,SA14,,,,,,,,20284,,,,,,,
PI0097,2022,SA12,,,,,,,,07862,,,,,,,
PI0099,2022,SA14,SA13,SA16,,,,,,05393,01500,02345,,,,,
PI0100,2022,SA14,SA12,SA13,SA06,SA16,,,,01980,07862,01500,02200,04245,,,
PI0101,2022,SA20,SA12,,,,,,,02000,08262,,,,,,
PI0104,2022,SA15,,,,,,,,16000,,,,,,,
PI0105,2022,SA14,SA12,,,,,,,06434,07462,,,,,,
PI0110,2022,SA14,,,,,,,,15213,,,,,,,
PI0111,2022,SA14,SA12,,,,,,,06432,07462,,,,,,
PI0116,2022,SA03,,,,,,,,02274,,,,,,,
PI0119,2022,SA13,SA16,,,,,,,00750,06695,,,,,,
PI0120,2022,SA12,SA16,,,,,,,07862,05245,,,,,,
PI0129,2022,SA12,,,,,,,,08262,,,,,,,
PI0131, 2022,SA13,SA16,SA17,,,,,,01312,05683,01000,,,,,
PI0132,2022,SA12,,,,,,,,07462,,,,,,,
PI0133,2022,SA14,,,,,,,,10142,,,,,,,
PI0134,2022,SA01,SA14,,,,,,,01054,01979,,,,,,
PI0135,2022,SA12,,,,,,,,08262,,,,,,,
PI0140,2022,SA12,SA06,,,,,,,08262,02500,,,,,,
PI0142,2022,SA14,SA16,,,,,,,01979,08930,,,,,,
PI0143,2022,SA13,SA16,,,,,,,00563,01624,,,,,,
PI0144,2022,SA12,,,,,,,,07462,,,,,,,
PI0161,2022,SA14,,,,,,,,05938,,,,,,,
PI0163,2022,SA14,SA12,,,,,,,01980,07462,,,,,,
PI0165,2022,SA11,SA14,SA12,,,,,,00925,01055,07164,,,,,
PI0167,2022,SA12,,,,,,,,07462,,,,,,,
PI0169,2022,SA14,SA12,,,,,,,01980,07862,,,,,,
PI0170,2022,SA04,,,,,,,,08421,,,,,,,
PI0172,2022,SA02,SA04,,,,,,,01490,11619,,,,,,
PI0173,2022,SA12,,,,,,,,08262,,,,,,,
PI0174,2022,SA14,SA12,,,,,,,02721,07862,,,,,,
PI0175,2022,SA12,SA13,SA16,,,,,,07462,00750,04145,,,,,
PI0176,2022,SA15,,,,,,,,30000,,,,,,,
PI0178,2022,SA12,SA05,,,,,,,08262,01000,,,,,,
PI0180,2022,SA12,SA16,SA18,SA17,SA21,,,,08262,07307,08000,01000,01500,,,
PI0185,2022,SA14,,,,,,,,01980,,,,,,,
PI0188,2022,SA12,SA21,,,,,,,08262,01500,,,,,,
PI0190,2022,SA12,,,,,,,,03731,,,,,,,
PI0192,2022,SA01,SA14,,,,,,,01550,05442,,,,,,
PI0195,2022,SA14,,,,,,,,20284,,,,,,,
PI0196,2022,SA14,SA16,SA04,,,,,,05938,03045,10214,,,,,
PI0197,2022,SA14,,,,,,,,03381,,,,,,,
PI0198,2022,SA12,SA16,,,,,,,05362,04060,,,,,,
PI0200,2022,SA14,,,,,,,,01980,,,,,,,
PI0203,2022,SA12,,,,,,,,07862,,,,,,,
PI0205,2022,SA11,SA12,,,,,,,06401,03731,,,,,,
PI0206,2022,SA14,SA16,SA17,,,,,,03464,03248,00500,,,,,
PI0209,2022,SA12,SA16,,,,,,,07537,03247,,,,,,
PI0210,2022,SA12,,,,,,,,07862,,,,,,,
PI0211,2022,SA14,,,,,,,,20284,,,,,,,
PI0213,2022,SA20,SA12,SA13,SA06,SA16,,,,02000,08262,01500,02000,04445,,,
PI0220,2022,SA14,SA16,,,,,,,01980,01945,,,,,,
PI0224,2022,SA14,,,,,,,,13522,,,,,,,
PI0227,2022,SA14,,,,,,,,01980,,,,,,,
PI0228,2022,SA12,,,,,,,,09658,,,,,,,
PI0230,2022,SA12,SA21,,,,,,,08262,01500,,,,,,
PI0231,2022,SA12,SA13,SA16,SA19,,,,,07462,01500,06495,08050,,,,
PI0232,2022,SA12,,,,,,,,03731,,,,,,,
PI0235,2022,SA12,,,,,,,,08262,,,,,,,
PI0245,2022,SA16,,,,,,,,05745,,,,,,,
PI0247,2022,SA12,SA16,SA18,,,,,,08262,06495,08000,,,,,
PI0248,2022,SA16,,,,,,,,06495,,,,,,,
PI0249,2022,SA14,SA12,,,,,,,01980,07462,,,,,,
PI0251,2022,SA14,,,,,,,,03464,,,,,,,
PI0252,2022,SA14,,,,,,,,40072,,,,,,,
PI0253,2022,SA15,,,,,,,,25000,,,,,,,
PI0254,2022,SA12,,,,,,,,07862,,,,,,,
PI0265,2022,SA14,,,,,,,,20284,,,,,,,
PI0269,2022,SA14,SA13,SA16,,,,,,10299,00750,01723,,,,,
PI0270,2022,SA15,,,,,,,,52491,,,,,,,
PI0273,2022,SA12,,,,,,,,07862,,,,,,,
PI0274,2022,SA14,,,,,,,,20284,,,,,,,
PI0278,2022,SA12,,,,,,,,07462,,,,,,,
PI0280,2022,SA13,SA16,SA18,,,,,,01500,06495,08000,,,,,
PI0283,2022,SA14,,,,,,,,40072,,,,,,,
PI0288,2022,SA14,SA16,SA17,,,,,,05938,06495,01000,,,,,
PI0289,2022,SA04,,,,,,,,11319,,,,,,,
PI0290,2022,SA12,SA05,SA16,,,,,,04131,00500,06931,,,,,
PI0292,2022,SA14,,,,,,,,06761,,,,,,,
PI0293,2022,SA14,,,,,,,,20284,,,,,,,
PI0294,2022,SA04,,,,,,,,01178,,,,,,,
PI0299,2022,SA14,SA12,SA16,SA18,,,,,01980,07862,05027,08000,,,,
PI0301,2022,SA14,,,,,,,,07422,,,,,,,
PI0303,2022,SA16,SA18,,,,,,,06045,08000,,,,,,
PI0304,2022,SA04,,,,,,,,11958,,,,,,,
PI0307,2022,SA12,SA18,,,,,,,07462,06334,,,,,,
PI0308,2022,SA12,,,,,,,,07862,,,,,,,
PI0309,2022,SA14,SA12,SA21,,,,,,05442,08262,01500,,,,,
PI0314,2022,SA14,,,,,,,,10142,,,,,,,
PI0315,2022,SA12,,,,,,,,08262,,,,,,,
PI0318,2022,SA12,,,,,,,,07462,,,,,,,
PI0320,2022,SA12,SA16,SA19,,,,,,07862,06445,08031,,,,,
PI0323,2022,SA15,SA12,,,,,,,15000,07862,,,,,,
PI0333,2022,SA20,SA12,,,,,,,02000,08262,,,,,,
PI0336,2022,SA14,,,,,,,,00198,,,,,,,
PI0338,2022,SA20,SA12,,,,,,,02000,08262,,,,,,
PI0339,2022,SA05,SA16,SA18,,,,,,00500,01624,04000,,,,,
PI0346,2022,SA14,,,,,,,,05442,,,,,,,
PI0347,2022,SA14,SA12,,,,,,,06183,07679,,,,,,
PI0349,2022,SA12,SA16,SA18,,,,,,08262,05545,06173,,,,,
PI0350,2022,SA04,,,,,,,,11949,,,,,,,
PI0354,2022,SA14,,,,,,,,20284,,,,,,,
PI0358,2022,SA12,,,,,,,,08262,,,,,,,
PI0363,2022,SA12,,,,,,,,08262,,,,,,,
PI0367,2022,SA14,SA12,,,,,,,06432,07462,,,,,,
PI0368,2022,SA14,SA13,SA16,SA18,,,,,01980,01500,06495,08000,,,,
PI0371,2022,SA14,,,,,,,,05938,,,,,,,
PI0373,2022,SA14,SA12,,,,,,,07422,07862,,,,,,
PI0377,2022,SA14,,,,,,,,14842,,,,,,,
PI0378,2022,SA12,,,,,,,,07862,,,,,,,
PI0379,2022,SA12,SA06,,,,,,,07862,02500,,,,,,
PI0381,2022,SA12,SA21,,,,,,,08262,01500,,,,,,
PI0382,2022,SA23,SA12,SA06,SA05,SA21,,,,01000,07862,01500,01000,01500,,,
PI0385,2022,SA12,,,,,,,,08262,,,,,,,
PI0390,2022,SA14,SA12,SA16,SA18,,,,,01980,07462,06495,08000,,,,
PI0391,2022,SA14,SA06,SA16,,,,,,01980,02200,02845,,,,,
PI0392,2022,SA12,,,,,,,,08262,,,,,,,
PI0394,2022,SA15,,,,,,,,06500,,,,,,,
PI0395,2022,SA04,,,,,,,,06773,,,,,,,
PI0398,2022,SA12,,,,,,,,07862,,,,,,,
PI0400,2022,SA14,,,,,,,,02970,,,,,,,
PI0403,2022,SA11,SA14,SA13,SA16,,,,,01631,05297,01312,05745,,,,
PI0404,2022,SA12,,,,,,,,07462,,,,,,,
PI0405,2022,SA12,SA16,,,,,,,03731,00268,,,,,,
PI0410,2022,SA14,SA16,SA17,,,,,,06927,03247,00500,,,,,
PI0411,2022,SA16,SA17,SA04,,,,,,06495,01000,10679,,,,,
PI0414,2022,SA02,,,,,,,,00356,,,,,,,
PI0415,2022,SA12,,,,,,,,04370,,,,,,,
PI0416,2022,SA12,,,,,,,,08262,,,,,,,
PI0417,2022,SA14,SA13,SA16,,,,,,06433,01500,06495,,,,,
PI0418,2022,SA12,,,,,,,,03731,,,,,,,
PI0422,2022,SA12,SA05,,,,,,,08262,01000,,,,,,
PI0423,2022,SA12,SA19,,,,,,,07462,08057,,,,,,
PI0424,2022,SA12,SA16,,,,,,,08262,05845,,,,,,
PI0433,2022,SA12,,,,,,,,07462,,,,,,,
PI0435,2022,SA14,,,,,,,,40072,,,,,,,
PI0436,2022,SA14,,,,,,,,07916,,,,,,,
PI0437,2022,SA12,,,,,,,,03931,,,,,,,
PI0439,2022,SA12,,,,,,,,07462,,,,,,,
PI0440,2022,SA12,SA16,SA17,,,,,,07862,07307,01000,,,,,
PI0441,2022,SA14,SA12,,,,,,,01980,07862,,,,,,
PI0443,2022,SA12,,,,,,,,08262,,,,,,,
PI0444,2022,SA12,,,,,,,,06136,,,,,,,
PI0447,2022,SA14,,,,,,,,04948,,,,,,,
PI0451,2022,SA16,,,,,,,,04545,,,,,,,
PI0458,2022,SA04,,,,,,,,09702,,,,,,,
PI0460,2022,SA14,SA12,SA13,SA06,SA16,,,,01980,07862,01500,02200,01245,,,
PI0461,2022,SA12,SA19,,,,,,,07462,08033,,,,,,
PI0462,2022,SA14,,,,,,,,20284,,,,,,,
PI0464,2022,SA12,,,,,,,,07462,,,,,,,
PI0467,2022,SA12,SA16,SA18,,,,,,07462,06495,08000,,,,,
PI0468,2022,SA14,,,,,,,,13523,,,,,,,
PI0469,2022,SA12,SA13,SA06,,,,,,07462,01500,02500,,,,,
PI0472,2022,SA14,,,,,,,,09896,,,,,,,
PI0474,2022,SA16,SA25,,,,,,,06495,29211,,,,,,
PI0477,2022,SA14,,,,,,,,20284,,,,,,,
PI0479,2022,SA13,SA16,,,,,,,00375,00812,,,,,,
PI0483,2022,SA12,,,,,,,,07862,,,,,,,
PI0484,2022,SA14,SA12,SA16,SA18,,,,,01980,03931,06495,08000,,,,
PI0485,2022,SA15,,,,,,,,19500,,,,,,,
PI0487,2022,SA13,SA16,SA17,,,,,,00750,01624,00500,,,,,
PI0489,2022,SA12,,,,,,,,08262,,,,,,,
PI0491,2022,SA12,,,,,,,,07862,,,,,,,
PI0496,2022,SA14,,,,,,,,04454,,,,,,,
PI0498,2022,SA01,SA12,SA05,,,,,,01035,08262,01000,,,,,
PI0499,2022,SA14,,,,,,,,20284,,,,,,,
PI0501,2022,SA14,SA12,,,,,,,06432,07862,,,,,,
PI0503,2022,SA14,,,,,,,,20284,,,,,,,
PI0507,2022,SA01,SA14,,,,,,,00916,05442,,,,,,
PI0508,2022,SA12,SA06,,,,,,,08262,02000,,,,,,
PI0509,2022,SA14,,,,,,,,01980,,,,,,,
PI0511,2022,SA14,SA12,,,,,,,06432,07862,,,,,,
PI0517,2022,SA12,,,,,,,,03731,,,,,,,
PI0518,2022,SA14,,,,,,,,01361,,,,,,,
PI0521,2022,SA12,SA05,,,,,,,08262,01000,,,,,,
PI0522,2022,SA12,SA16,,,,,,,07462,06495,,,,,,
PI0523,2022,SA14,SA16,,,,,,,07751,03248,,,,,,
PI0527,2022,SA12,,,,,,,,08262,,,,,,,
PI0529,2022,SA12,SA21,,,,,,,07862,01500,,,,,,
PI0530,2022,SA14,SA16,SA17,,,,,,05939,06495,01000,,,,,
PI0534,2022,SA15,SA14,,,,,,,39000,01980,,,,,,
PI0535,2022,SA11,SA14,SA13,SA16,,,,,06013,04618,00750,03802,,,,
PI0537,2022,SA01,SA14,SA12,,,,,,00032,03608,08262,,,,,
PI0540,2022,SA14,,,,,,,,01980,,,,,,,
PI0543,2022,SA14,SA12,,,,,,,01980,07462,,,,,,
PI0544,2022,SA12,,,,,,,,07462,,,,,,,
PI0546,2022,SA12,SA05,SA21,,,,,,08262,01000,01500,,,,,
PI0549,2022,SA12,,,,,,,,07462,,,,,,,
PI0550,2022,SA14,SA12,,,,,,,07422,08262,,,,,,
PI0553,2022,SA14,SA12,SA16,,,,,,01979,02200,09667,,,,,
PI0557,2022,SA14,,,,,,,,04097,,,,,,,
PI0561,2022,SA25,,,,,,,,11853,,,,,,,
PI0562,2022,SA12,SA16,SA18,SA21,,,,,07862,03247,08000,01500,,,,
PI0564,2022,SA14,SA16,SA17,,,,,,01980,05683,01000,,,,,
PI0569,2022,SA14,,,,,,,,13522,,,,,,,
PI0570,2022,SA12,,,,,,,,03731,,,,,,,
PI0571,2022,SA01,SA14,SA12,SA05,,,,,00721,05442,08262,01000,,,,
PI0572,2022,SA12,,,,,,,,07462,,,,,,,
PI0574,2022,SA12,,,,,,,,07462,,,,,,,
PI0576,2022,SA14,SA22,,,,,,,01980,03335,,,,,,
PI0578,2022,SA01,SA12,SA05,,,,,,00844,08262,01000,,,,,
PI0581,2022,SA14,SA12,SA16,SA19,,,,,01980,07862,06345,08057,,,,
PI0582,2022,SA12,,,,,,,,07862,,,,,,,
PI0583,2022,SA14,SA16,SA17,,,,,,06928,04872,01000,,,,,
PI0587,2022,SA12,SA13,SA18,,,,,,07462,01500,05091,,,,,
PI0591,2022,SA12,,,,,,,,07462,,,,,,,
PI0592,2022,SA14,SA21,SA04,,,,,,01980,01500,11929,,,,,
PI0593,2022,SA12,,,,,,,,07862,,,,,,,
PI0594,2022,SA23,SA12,SA21,,,,,,01000,08262,01500,,,,,
PI0596,2022,SA14,,,,,,,,06184,,,,,,,
PI0597,2022,SA14,,,,,,,,05940,,,,,,,
PI0600,2022,SA14,SA12,SA16,,,,,,01980,07564,04940,,,,,
PI0601,2022,SA12,,,,,,,,08262,,,,,,,
PI0606,2022,SA14,,,,,,,,01980,,,,,,,
PI0607,2022,SA12,,,,,,,,07862,,,,,,,
PI0610,2022,SA12,,,,,,,,07462,,,,,,,
PI0612,2022,SA12,SA13,SA06,SA16,,,,,03931,01500,02500,02622,,,,
PI0613,2022,SA14,,,,,,,,20284,,,,,,,
PI0616,2022,SA12,SA06,,,,,,,08262,02000,,,,,,
PI0617,2022,SA12,,,,,,,,07862,,,,,,,
PI0620,2022,SA12,,,,,,,,04131,,,,,,,
PI0622,2022,SA14,,,,,,,,00438,,,,,,,
PI0625,2022,SA15,,,,,,,,25000,,,,,,,
PI0626,2022,SA12,SA16,SA19,,,,,,07462,06245,08057,,,,,
PI0628,2022,SA12,,,,,,,,08262,,,,,,,
PI0629,2022,SA14,SA16,,,,,,,01980,04345,,,,,,
PI0632,2022,SA14,,,,,,,,20284,,,,,,,
PI0634,2022,SA14,,,,,,,,15354,,,,,,,
PI0635,2022,SA20,SA12,,,,,,,02000,08262,,,,,,
PI0637,2022,SA12,,,,,,,,07462,,,,,,,
PI0640,2022,SA14,SA12,,,,,,,05442,04131,,,,,,
PI0642,2022,SA12,,,,,,,,07862,,,,,,,
PI0648,2022,SA14,,,,,,,,20285,,,,,,,
PI0653,2022,SA14,SA12,SA13,SA16,,,,,01980,07462,01500,06245,,,,
PI0654,2022,SA12,,,,,,,,07862,,,,,,,
PI0656,2022,SA12,,,,,,,,07462,,,,,,,
PI0657,2022,SA12,SA21,,,,,,,07862,01500,,,,,,
PI0661,2022,SA13,SA16,SA18,,,,,,01500,06495,02689,,,,,
PI0662,2022,SA12,,,,,,,,04131,,,,,,,
PI0663,2022,SA15,,,,,,,,04000,,,,,,,
PI0664,2022,SA04,,,,,,,,09096,,,,,,,
PI0665,2022,SA12,SA16,SA17,SA19,,,,,08262,06495,01000,08057,,,,
PI0666,2022,SA14,,,,,,,,20284,,,,,,,
PI0667,2022,SA12,SA16,SA17,SA19,,,,,07462,07307,01000,08031,,,,
PI0671,2022,SA15,SA23,,,,,,,10000,01000,,,,,,
PI0672,2022,SA14,,,,,,,,20284,,,,,,,
PI0674,2022,SA14,SA12,,,,,,,05938,07462,,,,,,
PI0675,2022,SA02,SA12,SA16,SA17,SA19,,,,02635,07862,08930,01000,08047,,,
PI0678,2022,SA12,,,,,,,,07462,,,,,,,
PI0685,2022,SA14,,,,,,,,05442,,,,,,,
PI0686,2022,SA12,,,,,,,,07862,,,,,,,
PI0689,2022,SA14,SA12,,,,,,,06213,07462,,,,,,
PI0690,2022,SA12,,,,,,,,08262,,,,,,,
PI0692,2022,SA12,SA21,,,,,,,08262,01500,,,,,,
PI0693,2022,SA20,SA12,SA06,SA05,,,,,02000,08262,02000,01000,,,,
PI0699,2022,SA12,SA04,,,,,,,02007,08611,,,,,,
PI0702,2022,SA15,,,,,,,,49500,,,,,,,
PI0711,2022,SA12,SA16,,,,,,,07462,06495,,,,,,
PI0715,2022,SA12,SA06,SA21,,,,,,08262,01500,01500,,,,,
PI0718,2022,SA14,SA16,,,,,,,02969,03248,,,,,,
PI0719,2022,SA14,SA12,SA06,,,,,,01980,07462,02500,,,,,
PI0721,2022,SA14,,,,,,,,11792,,,,,,,
PI0722,2022,SA12,,,,,,,,07862,,,,,,,
PI0724,2022,SA12,,,,,,,,08262,,,,,,,
PI0726,2022,SA22,,,,,,,,03335,,,,,,,
PI0727,2022,SA12,,,,,,,,07862,,,,,,,
PI0730,2022,SA14,SA12,SA16,SA17,,,,,01980,07862,07307,01000,,,,
PI0732,2022,SA12,,,,,,,,08262,,,,,,,
PI0733,2022,SA12,SA05,,,,,,,08262,01000,,,,,,
PI0735,2022,SA14,,,,,,,,29684,,,,,,,
PI0737,2022,SA22,,,,,,,,03335,,,,,,,
PI0741,2022,SA12,SA13,SA06,SA16,,,,,08262,01500,01000,04245,,,,
